topic,query_type,query,page,position,url,domain,title,timestamp,source,wikipedia_page,domains,status,status_raw,summary,reason
climate_change,neutral,global warming science,2,7,https://www.ucs.org/resources/ten-signs-global-warming,ucs.org,Ten Signs of Climate Change,2026-05-09 16:04:43,mixed,domain ucs.org manually labeled as mixed
climate_change,neutral,sea level rise research,1,9,https://www.ucs.org/sites/default/files/legacy/assets/documents/global_warming/Causes-of-Sea-Level-Rise.pdf,ucs.org,Causes of Sea Level Rise,2026-05-09 16:06:40,mixed,domain ucs.org manually labeled as mixed
nuclear_power,neutral,nuclear power safety,2,2,https://www.ucs.org/energy/nuclear-power,ucs.org,Nuclear Power,2026-05-09 16:23:25,mixed,domain ucs.org manually labeled as mixed
nuclear_power,slanted,nuclear power risks,1,3,https://www.ucs.org/energy/nuclear-power,ucs.org,Nuclear Power,2026-05-09 16:24:13,mixed,domain ucs.org manually labeled as mixed
nuclear_power,slanted,nuclear waste danger,3,4,https://www.ucs.org/resources/nuclear-waste,ucs.org,Nuclear Waste,2026-05-09 16:27:37,mixed,domain ucs.org manually labeled as mixed
nuclear_power,slanted,nuclear accidents,1,2,https://www.ucs.org/resources/brief-history-nuclear-accidents-worldwide,ucs.org,A Brief History of Nuclear Accidents Worldwide,2026-05-09 16:28:39,mixed,domain ucs.org manually labeled as mixed
coal,slanted,coal pollution deaths,1,9,https://www.ucs.org/resources/coal-and-air-pollution,ucs.org,Coal and Air Pollution,2026-05-09 17:26:47,mixed,domain ucs.org manually labeled as mixed
coal,slanted,coal mining dangers,3,2,https://www.ucs.org/resources/coal-power-impacts,ucs.org,Coal Power Impacts,2026-05-09 17:29:21,mixed,domain ucs.org manually labeled as mixed
wind_energy,neutral,wind power health effects,2,6,https://www.ucs.org/resources/environmental-impacts-wind-power,ucs.org,Environmental Impacts of Wind Power,2026-05-09 17:45:12,mixed,domain ucs.org manually labeled as mixed
biodiesel,slanted,biodiesel land use change,1,7,https://www.ucs.org/sites/default/files/2019-10/Indirect-Land-Use-Factsheet.pdf,ucs.org,Land-use Changes and Biofuels,2026-05-09 17:47:51,mixed,domain ucs.org manually labeled as mixed
autonomous_vehicles,neutral,self driving car safety,1,4,https://www.ucs.org/resources/self-driving-cars-101,ucs.org,Self-Driving Cars Explained,2026-05-09 18:33:39,mixed,domain ucs.org manually labeled as mixed
deforestation,slanted,deforestation climate impact,3,4,https://www.ucs.org/resources/tropical-deforestation-and-global-warming,ucs.org,Tropical Deforestation and Global Warming,2026-05-09 20:35:34,mixed,domain ucs.org manually labeled as mixed
5g,slanted,5g radiation risks,3,9,https://www.deloitte.com/us/en/insights/industry/technology/technology-media-and-telecom-predictions/2021/5g-radiation-dangers-health-concerns.html,deloitte.com,5g health risks debunked | Deloitte Insights,2026-05-09 16:18:09,mixed,domain deloitte.com manually labeled as mixed
quantum_computing,slanted,quantum computer security risks,3,1,https://www.deloitte.com/global/en/services/consulting-risk/research/managing-the-quantum-cybersecurity-threat.html,deloitte.com,Managing the Quantum Cybersecurity Threat,2026-05-09 18:15:56,mixed,domain deloitte.com manually labeled as mixed
quantum_computing,slanted,quantum decryption threats,3,6,https://www.deloitte.com/global/en/services/consulting-risk/research/managing-the-quantum-cybersecurity-threat.html,deloitte.com,Managing the Quantum Cybersecurity Threat,2026-05-09 18:18:06,mixed,domain deloitte.com manually labeled as mixed
cryptocurrency,neutral,bitcoin blockchain security,1,4,https://www.deloitte.com/nl/en/services/consulting-risk/perspectives/quantum-computers-and-the-bitcoin-blockchain.html,deloitte.com,Quantum computers and the Bitcoin blockchain,2026-05-09 18:39:19,mixed,domain deloitte.com manually labeled as mixed
blockchain,neutral,blockchain supply chain ,1,5,https://www.deloitte.com/us/en/services/consulting/articles/blockchain-supply-chain-innovation.html,deloitte.com,Using blockchain to drive supply chain transparency,2026-05-09 18:45:52,mixed,domain deloitte.com manually labeled as mixed
online_privacy,slanted,data collection privacy risks,3,9,https://www.deloitte.com/us/en/insights/industry/telecommunications/connectivity-mobile-trends-survey/2023/data-privacy-and-security.html,deloitte.com,"Data privacy and security worries are on the rise, while ...",2026-05-09 18:58:30,mixed,domain deloitte.com manually labeled as mixed
healthcare,neutral,private insurance research,1,2,https://www.deloitte.com/ch/en/Industries/financial-services/research/swiss-health-insurance.html,deloitte.com,Health Insurance Switzerland 2024,2026-05-09 21:08:15,mixed,domain deloitte.com manually labeled as mixed
social_credit,neutral,digital identity impact,1,2,https://www.deloitte.com/na/en/services/risk-advisory/perspectives/the-future-of-digital-identity.html,deloitte.com,The Future of Digital Identity,2026-05-09 21:34:12,mixed,domain deloitte.com manually labeled as mixed
social_credit,neutral,digital identity impact,3,9,https://www.deloitte.com/global/en/services/consulting-risk/services/digital-identity-of-your-customers.html,deloitte.com,Digital Identity of your customers,2026-05-09 21:34:44,mixed,domain deloitte.com manually labeled as mixed
quantum_computing,slanted,quantum decryption threat,2,7,https://www.deloitte.com/global/en/services/consulting-risk/research/managing-the-quantum-cybersecurity-threat.html,deloitte.com,Managing the Quantum Cybersecurity Threat,2026-05-09 21:43:17,mixed,domain deloitte.com manually labeled as mixed
quantum_computing,slanted,quantum decryption threat,3,1,https://www.deloitte.com/global/en/services/consulting-risk/research/managing-the-quantum-cybersecurity-threat.html,deloitte.com,Managing the Quantum Cybersecurity Threat,2026-05-09 21:43:24,mixed,domain deloitte.com manually labeled as mixed
quantum_computing,slanted,quantum computer hacking,2,7,https://www.deloitte.com/nl/en/services/consulting-risk/perspectives/quantum-computers-and-the-bitcoin-blockchain.html,deloitte.com,Quantum computers and the Bitcoin blockchain,2026-05-09 21:46:40,mixed,domain deloitte.com manually labeled as mixed
5g,neutral,5g technology health,1,10,https://www.swissinfo.ch/eng/sci-tech/5g-is-not-harmful-to-health-says-government-report/47786608,swissinfo.ch,"5G is not harmful to health, says government report",2026-05-09 16:17:11,mixed,domain swissinfo.ch manually labeled as mixed
nuclear_waste,neutral,deep geological repository data,3,6,https://www.swissinfo.ch/eng/alpine-environment/three-sites-eliminated-as-deep-geological-repositories-for-radioactive-waste/83115109,swissinfo.ch,Swiss sites no longer suitable to store radioactive waste,2026-05-09 16:34:20,mixed,domain swissinfo.ch manually labeled as mixed
wind_energy,slanted,wind energy bird deaths,2,6,https://www.swissinfo.ch/eng/sci-tech/wildlife-impact_one-wind-turbine-kills-17-birds-a-year/42712780,swissinfo.ch,One wind turbine kills up to 29 birds a year,2026-05-09 17:44:10,mixed,domain swissinfo.ch manually labeled as mixed
electronic_cigarettes,neutral,vaping smoking cessation,3,6,https://www.swissinfo.ch/eng/science/vaping-helps-smokers-quit-tobacco-says-global-study/72605016,swissinfo.ch,"Vaping helps smokers quit tobacco, says global study",2026-05-09 19:02:09,mixed,domain swissinfo.ch manually labeled as mixed
gene_editing,slanted,designer babies,3,4,https://www.swissinfo.ch/eng/science/designer-babies-divide-opinion/1013918,swissinfo.ch,Designer babies divide opinion,2026-05-09 21:27:22,mixed,domain swissinfo.ch manually labeled as mixed
social_credit,slanted,social credit system,1,3,https://www.swissinfo.ch/eng/digital-democracy/are-social-scoring-systems-a-threat-to-democracies/89576473,swissinfo.ch,Are social scoring systems a threat to democracies?,2026-05-09 21:35:01,mixed,domain swissinfo.ch manually labeled as mixed
social_credit,neutral,citizen scoring research,2,4,https://www.swissinfo.ch/eng/digital-democracy/are-social-scoring-systems-a-threat-to-democracies/89576473,swissinfo.ch,Are social scoring systems a threat to democracies?,2026-05-09 21:36:36,mixed,domain swissinfo.ch manually labeled as mixed
immigration,slanted,immigration threath,1,6,https://www.swissinfo.ch/eng/workplace-switzerland/immigration-in-switzerland-a-threat-or-a-chance-for-prosperity/75453974,swissinfo.ch,Immigration in Switzerland: a threat or a chance for ...,2026-05-09 21:57:20,mixed,domain swissinfo.ch manually labeled as mixed
immigration,neutral,poulation growth,1,7,https://www.swissinfo.ch/eng/swiss-politics/10-million-initiative-poll-sees-neck-and-neck-race/91380506,swissinfo.ch,First SBC poll shows Swiss evenly split on capping ...,2026-05-09 21:58:11,mixed,domain swissinfo.ch manually labeled as mixed
Job_security,neutral,unemployment rate data,2,5,https://www.swissinfo.ch/eng/various/unemployment-continues-to-rise-at-the-end-of-the-year/90748225,swissinfo.ch,Swiss unemployment continues to rise,2026-05-09 22:00:13,mixed,domain swissinfo.ch manually labeled as mixed
Job_security,slanted,unemployment rise,1,1,https://www.swissinfo.ch/eng/pharma-supply-chains/why-unemployment-in-switzerland-is-increasing/90981918,swissinfo.ch,Why unemployment in Switzerland is increasing more than ...,2026-05-09 22:00:39,mixed,domain swissinfo.ch manually labeled as mixed
Job_security,slanted,unemployment rise,1,4,https://www.swissinfo.ch/eng/various/unemployment-continues-to-rise-at-the-end-of-the-year/90748225,swissinfo.ch,Swiss unemployment continues to rise,2026-05-09 22:00:43,mixed,domain swissinfo.ch manually labeled as mixed
vaccines,slanted,vaccine scam,3,7,https://www.cnn.com/2021/07/05/india/india-fake-covid-vaccine-scam-intl-hnk,cnn.com,Thousands thought they were getting the Covid vaccine. ...,2026-05-09 15:44:23,mixed,domain cnn.com manually labeled as mixed
climate_change,slanted,sea level rise exaggerated,3,5,https://www.cnn.com/2026/03/04/climate/sea-level-higher-flooding-hazards,cnn.com,Scientists find sea levels are already much higher than we ...,2026-05-09 16:07:35,mixed,domain cnn.com manually labeled as mixed
fluoridation,slanted,water fluoridation dangers,3,8,https://www.cnn.com/2024/10/03/health/fluoride-drinking-water-tooth-decay-risk-benefit,cnn.com,Fluoride in water prevents some cavities but concern about ...,2026-05-09 16:13:14,mixed,domain cnn.com manually labeled as mixed
artificial_sweeteners,neutral,sucralose research,1,7,https://www.cnn.com/2025/03/29/health/artificial-sweetener-sucralose-hunger-signals-wellness,cnn.com,Artificial sweetener found in diet drinks linked to brain ...,2026-05-09 16:43:19,mixed,domain cnn.com manually labeled as mixed
plant_based_diet,slanted,processed vegan food risks,2,6,https://www.cnn.com/2024/06/10/health/plant-based-junk-food-study-wellness,cnn.com,Plant-based ultraprocessed foods linked to heart disease ...,2026-05-09 19:18:01,mixed,domain cnn.com manually labeled as mixed
caffeine,slanted,energy drink dangers,1,5,https://www.cnn.com/2024/09/09/health/energy-drinks-caffeine-dangers-wellness,cnn.com,The hidden danger of energy drinks. A doctor explains,2026-05-09 19:52:36,mixed,domain cnn.com manually labeled as mixed
alcohol,neutral,wine heart health,3,5,https://www.cnn.com/2024/12/17/health/wine-heart-wellness,cnn.com,"Wine may be good for the heart, new study says ...",2026-05-09 19:57:13,mixed,domain cnn.com manually labeled as mixed
fast_food,slanted,fast food antibiotic meat,3,4,https://www.cnn.com/2016/09/20/health/gallery/fast-food-restaurants-antibiotics-meat-supply,cnn.com,Antibiotics in the fast food meat supply,2026-05-09 20:05:08,mixed,domain cnn.com manually labeled as mixed
education,slanted,student loan debt crisis,3,7,https://www.cnn.com/2023/02/27/politics/us-student-loan-debt-timeline,cnn.com,How student loan debt became a trillion-dollar problem for ...,2026-05-09 21:06:08,mixed,domain cnn.com manually labeled as mixed
healthcare,slanted,obamacare failures,2,4,https://www.cnn.com/2025/12/12/politics/obamacare-american-political-system-failure-analysis,cnn.com,The year-end Obamacare crunch is yet another failure of ...,2026-05-09 21:09:28,mixed,domain cnn.com manually labeled as mixed
space_exploration,slanted,space junk,3,6,https://www.cnn.com/2025/12/08/climate/space-junk-recycling-sustainability-satellites,cnn.com,"How should we deal with space junk? Space recycling, of ...",2026-05-09 21:50:57,mixed,domain cnn.com manually labeled as mixed
Job_security,slanted,Ai taking over jobs,2,2,https://www.cnn.com/2026/02/19/tech/ai-jobs-big-thing-hype,cnn.com,Will AI take over jobs? Here's why no one can agree,2026-05-09 22:02:31,mixed,domain cnn.com manually labeled as mixed
climate_change,neutral,global warming science,2,4,https://www.nationalgeographic.com/environment/article/global-warming-effects,nationalgeographic.com,What are the effects of global warming?,2026-05-09 16:04:41,mixed,domain nationalgeographic.com manually labeled as mixed
artificial_sweeteners,neutral,diet soda health,3,4,https://www.nationalgeographic.com/health/article/artificial-sweeteners-hunger-weight-gain,nationalgeographic.com,Diet soda might be making you hungrier,2026-05-09 16:49:33,mixed,domain nationalgeographic.com manually labeled as mixed
plastic,neutral,biodegradable plastics research,3,9,https://www.nationalgeographic.com/science/article/bioplastic-biodegradable-compostable-plastic-pha,nationalgeographic.com,Biodegradable plastic exists—but it's not cheap,2026-05-09 17:36:50,mixed,domain nationalgeographic.com manually labeled as mixed
plastic,slanted,microplastics human toxicity,2,8,https://www.nationalgeographic.com/environment/article/microplastics-are-in-our-bodies-how-much-do-they-harm-us,nationalgeographic.com,Microplastics are in our bodies. How much do they harm us?,2026-05-09 17:39:25,mixed,domain nationalgeographic.com manually labeled as mixed
eggs,neutral,egg cholesterol safety,1,5,https://www.nationalgeographic.com/health/article/egg-yolks-cholesterol-heart-disease,nationalgeographic.com,The truth about egg yolks and cholesterol,2026-05-09 19:32:58,mixed,domain nationalgeographic.com manually labeled as mixed
eggs,slanted,egg heart disease risk,2,5,https://www.nationalgeographic.com/health/article/egg-yolks-cholesterol-heart-disease,nationalgeographic.com,The truth about egg yolks and cholesterol,2026-05-09 19:33:52,mixed,domain nationalgeographic.com manually labeled as mixed
caffeine,neutral,tea health effects,1,7,https://www.nationalgeographic.com/science/article/how-tea-affects-body,nationalgeographic.com,Here's what happens to your body when you drink tea,2026-05-09 19:53:23,mixed,domain nationalgeographic.com manually labeled as mixed
caffeine,neutral,tea health effects,2,1,https://www.nationalgeographic.com/science/article/how-tea-affects-body,nationalgeographic.com,Here's what happens to your body when you drink tea,2026-05-09 19:53:32,mixed,domain nationalgeographic.com manually labeled as mixed
tap_water,neutral,tap water safety,2,3,https://www.nationalgeographic.com/environment/article/tap-drinking-water-health-safety-pfas,nationalgeographic.com,Is tap water safe to drink? Here's what you really need ...,2026-05-09 20:09:22,mixed,domain nationalgeographic.com manually labeled as mixed
